"_id","_labels","ROlle","Rolle","UNIQUE IMPORT ID","definition","humanname","info","unit","value","_start","_end","_type"
"1241",":UNIQUE IMPORT LABEL:operator","","","617","","","","","=",,,
"1242",":UNIQUE IMPORT LABEL:operator","","","619","","","","","/",,,
"1243",":UNIQUE IMPORT LABEL:operator","","","620","","","","","^",,,
"1244",":UNIQUE IMPORT LABEL:operator","","","621","","","","","=",,,
"1245",":UNIQUE IMPORT LABEL:operator","","","624","","","","","tan",,,
"1246",":UNIQUE IMPORT LABEL:operator","","","625","","","","","sin",,,
"1247",":UNIQUE IMPORT LABEL:operator","","","626","","","","","×",,,
"1248",":UNIQUE IMPORT LABEL:operator","","","627","","","","","−",,,
"1249",":UNIQUE IMPORT LABEL:operator","","","628","","","","","×",,,
"1250",":UNIQUE IMPORT LABEL:operator","","","629","","","","","×",,,
"1251",":UNIQUE IMPORT LABEL:operator","","","630","","","","","×",,,
"1252",":UNIQUE IMPORT LABEL:operator","","","631","","","","","=",,,
"1253",":UNIQUE IMPORT LABEL:operator","","","633","","","","","=",,,
"1254",":UNIQUE IMPORT LABEL:operator","","","635","","","","","<=",,,
"1255",":UNIQUE IMPORT LABEL:operator","","","637","","","","",">",,,
"1256",":UNIQUE IMPORT LABEL:operator","","","638","","","","","<=",,,
"1257",":UNIQUE IMPORT LABEL:operator","","","639","","","","","==",,,
"1258",":UNIQUE IMPORT LABEL:operator","","","640","","","","","&",,,
"1259",":UNIQUE IMPORT LABEL:operator","","","642","","","","","<=",,,
"1260",":UNIQUE IMPORT LABEL:operator","","","643","","","","","!=",,,
"1261",":UNIQUE IMPORT LABEL:operator","","","644","","","","","&",,,
"1262",":UNIQUE IMPORT LABEL:operator","","","645","","","","",">",,,
"1263",":UNIQUE IMPORT LABEL:operator","","","646","","","","","==",,,
"1264",":UNIQUE IMPORT LABEL:operator","","","647","","","","","&",,,
"1265",":UNIQUE IMPORT LABEL:operator","","","648","","","","",">",,,
"1266",":UNIQUE IMPORT LABEL:operator","","","649","","","","","!=",,,
"1267",":UNIQUE IMPORT LABEL:operator","","","650","","","","","&",,,
"1268",":UNIQUE IMPORT LABEL:operator","","","651","","","","","!=",,,
"1269",":UNIQUE IMPORT LABEL:operator","","","653","","","","","==",,,
"1270",":UNIQUE IMPORT LABEL:operator","","","654","","","","","==",,,
"1271",":UNIQUE IMPORT LABEL:operator","","","655","","","","","!=",,,
"1272",":UNIQUE IMPORT LABEL:symbol","Qualitätsmanager","","1","in Größe und Richtung unveränderliche Radiallast, die ein Wälzlager theoretisch für eine nominelle Lebensdauer von 10^6 Umdrehungen aufnehmen kann.
ANMERKUNG: Im Falle eines einreihigen Schräglagers bezieht sich die radiale Tragzahl auf die radiale Komponente der Belastung, die eine rein radiale Verschiebung der Lagerringe gegeneinander verursacht.","dynamische radiale Tragzahl","","Newton","C_r",,,
"1273",":UNIQUE IMPORT LABEL:symbol","","","2","Keine Definition in DIN ISO 281 vorhanden","Tragzahlbeiwert für Lager","","","b_m",,,
"1274",":UNIQUE IMPORT LABEL:symbol","","","3","Faktor der von der Geometrie der Lagerbauteile, der Herstellgenauigkeit der einzelnen Bauteile und dem Werkstoff abhängig ist.","Faktor","","","f_c",,,
"1275",":UNIQUE IMPORT LABEL:symbol","","","4","Keine Definition in DIN ISO 281 vorhanden","Anzahl der Reihen der Wälzkörper","","","i",,,
"1276",":UNIQUE IMPORT LABEL:symbol","","","5","Winkel zwischen einer zur Lagerachse senkrechten Ebene (einer radialen Ebene) und der Nenn-Wirkungslinie der resultierenden Kräfte, die vom Lagerring oder von der Lagerscheibe auf den Wälzkörper übertragen werden.
ANMERKUNG: Bei Lagern mit asymmetrischen Rollen wird der Nenn-Berührungswinkel durch die Berührung mit der bordfreien Laufbahn bestimmt.","Nennberührungswinkel eines Lagers","","Grad","α",,,
"1277",":UNIQUE IMPORT LABEL:symbol","","","10","Keine Definition in DIN ISO 281 vorhanden","Anzahl der Wälzkörper in einem einreihigen Lager; Anzahl der Wälzkörper je Reihe bei einem mehrreihigen Lager mit der gleichen Anzahl von Wälzkörpern in jeder Reihe","","","Z",,,
"1278",":UNIQUE IMPORT LABEL:symbol","","","15","Keine Definition in DIN ISO 281 vorhanden","Nenndurchmesser der Kugel","","Millimeter","D_w",,,
"1279",":UNIQUE IMPORT LABEL:symbol","","","39","in Größe und Richtung unveränderliche Radiallast, unter deren Einfluss ein Wälzlager die gleiche Lebensdauer erreichen würde wie unter den tatsächlichen Lastverhältnissen","dynamische äquivalente radiale Belastung","","Newton","P_r",,,
"1280",":UNIQUE IMPORT LABEL:symbol","","","40","Keine Definition in DIN ISO 281 vorhanden","dynamischer Radiallastfaktor","","","X",,,
"1281",":UNIQUE IMPORT LABEL:symbol","","","41","Keine Definition in DIN ISO 281 vorhanden","radiale Lagerlast","","Newton","F_r",,,
"1282",":UNIQUE IMPORT LABEL:symbol","","","43","Keine Definition in DIN ISO 281 vorhanden","dynamischer Axiallastfaktor","","","Y",,,
"1283",":UNIQUE IMPORT LABEL:symbol","","","44","Keine Definition in DIN ISO 281 vorhanden","axiale Lagerlast","","Newton","F_a",,,
"1284",":UNIQUE IMPORT LABEL:symbol","","","49","die mit 90 % Zuverlässigkeit erreichbare rechnerische Lebensdauer für Lager, die aus heute allgemein verwendetem, hochwertigem Werkstoff mit bewährter Herstellqualität gefertigt wurden und unter üblichen Betriebsbedingungen laufen","nominelle Lebensdauer","","10^6 Umdrehungen","L_10",,,
"1285",":UNIQUE IMPORT LABEL:symbol","","Qualitätsmanager","54","in Größe und Richtung unveränderliche zentrische Axiallast, die ein Wälzlager theoretisch für eine nominelle Lebensdauer von 10^6 Umdrehungen aufnehmen kann","dynamische axiale Tragzahl","","Newton","C_a",,,
"1286",":UNIQUE IMPORT LABEL:symbol","","","99","","","","","Z_1",,,
"1287",":UNIQUE IMPORT LABEL:symbol","","","100","","","","","Z_2",,,
"1288",":UNIQUE IMPORT LABEL:symbol","","","104","","","","","Z_n",,,
"1289",":UNIQUE IMPORT LABEL:symbol","","","108","","","","","C_
                                  a
                                  1
                                ",,,
"1290",":UNIQUE IMPORT LABEL:symbol","","","113","","","","","C_
                                  a
                                  2
                                ",,,
"1291",":UNIQUE IMPORT LABEL:symbol","","","120","","","","","C_
                                  a
                                  n
                                ",,,
"1292",":operator","","","","","","","","!=",,,
"1293",":operator","","","","","","","","==",,,
"1294",":operator","","","","","","","","==",,,
"1295",":operator","","","","","","","","!=",,,
"1296",":UNIQUE IMPORT LABEL:symbol","Qualitätsmanager","","1","in Größe und Richtung unveränderliche Radiallast, die ein Wälzlager theoretisch für eine nominelle Lebensdauer von 10^6 Umdrehungen aufnehmen kann.
ANMERKUNG: Im Falle eines einreihigen Schräglagers bezieht sich die radiale Tragzahl auf die radiale Komponente der Belastung, die eine rein radiale Verschiebung der Lagerringe gegeneinander verursacht.","dynamische radiale Tragzahl","","Newton","C_r",,,
"1297",":UNIQUE IMPORT LABEL:symbol","","","2","Keine Definition in DIN ISO 281 vorhanden","Tragzahlbeiwert für Lager","","","b_m",,,
"1298",":UNIQUE IMPORT LABEL:symbol","","","3","Faktor der von der Geometrie der Lagerbauteile, der Herstellgenauigkeit der einzelnen Bauteile und dem Werkstoff abhängig ist.","Faktor","","","f_c",,,
"1299",":UNIQUE IMPORT LABEL:symbol","","","4","Keine Definition in DIN ISO 281 vorhanden","Anzahl der Reihen der Wälzkörper","","","i",,,
"1300",":UNIQUE IMPORT LABEL:symbol","","","5","Winkel zwischen einer zur Lagerachse senkrechten Ebene (einer radialen Ebene) und der Nenn-Wirkungslinie der resultierenden Kräfte, die vom Lagerring oder von der Lagerscheibe auf den Wälzkörper übertragen werden.
ANMERKUNG: Bei Lagern mit asymmetrischen Rollen wird der Nenn-Berührungswinkel durch die Berührung mit der bordfreien Laufbahn bestimmt.","Nennberührungswinkel eines Lagers","","Grad","α",,,
"1301",":UNIQUE IMPORT LABEL:symbol","","","10","Keine Definition in DIN ISO 281 vorhanden","Anzahl der Wälzkörper in einem einreihigen Lager; Anzahl der Wälzkörper je Reihe bei einem mehrreihigen Lager mit der gleichen Anzahl von Wälzkörpern in jeder Reihe","","","Z",,,
"1302",":UNIQUE IMPORT LABEL:symbol","","","15","Keine Definition in DIN ISO 281 vorhanden","Nenndurchmesser der Kugel","","Millimeter","D_w",,,
"1303",":UNIQUE IMPORT LABEL:symbol","","","39","in Größe und Richtung unveränderliche Radiallast, unter deren Einfluss ein Wälzlager die gleiche Lebensdauer erreichen würde wie unter den tatsächlichen Lastverhältnissen","dynamische äquivalente radiale Belastung","","Newton","P_r",,,
"1304",":UNIQUE IMPORT LABEL:symbol","","","40","Keine Definition in DIN ISO 281 vorhanden","dynamischer Radiallastfaktor","","","X",,,
"1305",":UNIQUE IMPORT LABEL:symbol","","","41","Keine Definition in DIN ISO 281 vorhanden","radiale Lagerlast","","Newton","F_r",,,
"1306",":UNIQUE IMPORT LABEL:symbol","","","43","Keine Definition in DIN ISO 281 vorhanden","dynamischer Axiallastfaktor","","","Y",,,
"1307",":UNIQUE IMPORT LABEL:symbol","","","44","Keine Definition in DIN ISO 281 vorhanden","axiale Lagerlast","","Newton","F_a",,,
"1308",":UNIQUE IMPORT LABEL:symbol","","","49","die mit 90 % Zuverlässigkeit erreichbare rechnerische Lebensdauer für Lager, die aus heute allgemein verwendetem, hochwertigem Werkstoff mit bewährter Herstellqualität gefertigt wurden und unter üblichen Betriebsbedingungen laufen","nominelle Lebensdauer","","10^6 Umdrehungen","L_10",,,
"1309",":UNIQUE IMPORT LABEL:symbol","","Qualitätsmanager","54","in Größe und Richtung unveränderliche zentrische Axiallast, die ein Wälzlager theoretisch für eine nominelle Lebensdauer von 10^6 Umdrehungen aufnehmen kann","dynamische axiale Tragzahl","","Newton","C_a",,,
"1310",":UNIQUE IMPORT LABEL:symbol","","","99","","","","","Z_1",,,
"1311",":UNIQUE IMPORT LABEL:symbol","","","100","","","","","Z_2",,,
"1312",":UNIQUE IMPORT LABEL:symbol","","","104","","","","","Z_n",,,
"1313",":UNIQUE IMPORT LABEL:symbol","","","108","","","","","C_
                                  a
                                  1
                                ",,,
"1314",":UNIQUE IMPORT LABEL:symbol","","","113","","","","","C_
                                  a
                                  2
                                ",,,
"1315",":UNIQUE IMPORT LABEL:symbol","","","120","","","","","C_
                                  a
                                  n
                                ",,,
,,,,,,,,,,"183","176","left"
,,,,,,,,,,"190","188","left"
,,,,,,,,,,"196","195","left"
,,,,,,,,,,"201","199","left"
,,,,,,,,,,"202","197","left"
,,,,,,,,,,"203","196","left"
,,,,,,,,,,"211","210","left"
,,,,,,,,,,"216","214","left"
,,,,,,,,,,"219","217","left"
,,,,,,,,,,"225","223","left"
,,,,,,,,,,"226","222","left"
,,,,,,,,,,"227","219","left"
,,,,,,,,,,"228","216","left"
,,,,,,,,,,"230","229","left"
,,,,,,,,,,"231","228","left"
,,,,,,,,,,"232","213","left"
,,,,,,,,,,"236","234","left"
,,,,,,,,,,"240","239","left"
,,,,,,,,,,"246","244","left"
,,,,,,,,,,"251","248","left"
,,,,,,,,,,"252","246","left"
,,,,,,,,,,"258","256","left"
,,,,,,,,,,"263","261","left"
,,,,,,,,,,"271","268","left"
,,,,,,,,,,"272","266","left"
,,,,,,,,,,"279","277","left"
,,,,,,,,,,"285","282","left"
,,,,,,,,,,"286","280","left"
,,,,,,,,,,"287","279","left"
,,,,,,,,,,"293","291","left"
,,,,,,,,,,"298","296","left"
,,,,,,,,,,"312","311","left"
,,,,,,,,,,"313","309","left"
,,,,,,,,,,"320","319","left"
,,,,,,,,,,"321","317","left"
,,,,,,,,,,"329","328","left"
,,,,,,,,,,"331","330","left"
,,,,,,,,,,"333","331","left"
,,,,,,,,,,"334","329","left"
,,,,,,,,,,"337","335","left"
,,,,,,,,,,"339","337","left"
,,,,,,,,,,"345","344","left"
,,,,,,,,,,"347","346","left"
,,,,,,,,,,"349","347","left"
,,,,,,,,,,"350","345","left"
,,,,,,,,,,"353","351","left"
,,,,,,,,,,"355","353","left"
,,,,,,,,,,"361","360","left"
,,,,,,,,,,"363","362","left"
,,,,,,,,,,"365","363","left"
,,,,,,,,,,"366","361","left"
,,,,,,,,,,"369","367","left"
,,,,,,,,,,"371","369","left"
,,,,,,,,,,"378","377","left"
,,,,,,,,,,"379","378","left"
,,,,,,,,,,"380","376","left"
,,,,,,,,,,"383","381","left"
,,,,,,,,,,"385","383","left"
,,,,,,,,,,"392","391","left"
,,,,,,,,,,"393","392","left"
,,,,,,,,,,"394","390","left"
,,,,,,,,,,"397","395","left"
,,,,,,,,,,"399","397","left"
,,,,,,,,,,"406","405","left"
,,,,,,,,,,"407","406","left"
,,,,,,,,,,"408","404","left"
,,,,,,,,,,"411","409","left"
,,,,,,,,,,"413","411","left"
,,,,,,,,,,"419","418","left"
,,,,,,,,,,"422","420","left"
,,,,,,,,,,"424","422","left"
,,,,,,,,,,"425","419","left"
,,,,,,,,,,"428","426","left"
,,,,,,,,,,"430","428","left"
,,,,,,,,,,"436","435","left"
,,,,,,,,,,"439","437","left"
,,,,,,,,,,"441","439","left"
,,,,,,,,,,"442","436","left"
,,,,,,,,,,"445","443","left"
,,,,,,,,,,"447","445","left"
,,,,,,,,,,"453","452","left"
,,,,,,,,,,"456","454","left"
,,,,,,,,,,"458","456","left"
,,,,,,,,,,"459","453","left"
,,,,,,,,,,"462","460","left"
,,,,,,,,,,"464","462","left"
,,,,,,,,,,"472","470","left"
,,,,,,,,,,"473","472","left"
,,,,,,,,,,"474","469","left"
,,,,,,,,,,"477","475","left"
,,,,,,,,,,"479","477","left"
,,,,,,,,,,"487","485","left"
,,,,,,,,,,"488","487","left"
,,,,,,,,,,"489","484","left"
,,,,,,,,,,"492","490","left"
,,,,,,,,,,"494","492","left"
,,,,,,,,,,"502","500","left"
,,,,,,,,,,"503","502","left"
,,,,,,,,,,"504","499","left"
,,,,,,,,,,"507","505","left"
,,,,,,,,,,"509","507","left"
,,,,,,,,,,"515","514","left"
,,,,,,,,,,"516","512","left"
,,,,,,,,,,"519","518","left"
,,,,,,,,,,"522","521","left"
,,,,,,,,,,"523","522","left"
,,,,,,,,,,"524","520","left"
,,,,,,,,,,"526","525","left"
,,,,,,,,,,"534","532","left"
,,,,,,,,,,"536","530","left"
,,,,,,,,,,"537","529","left"
,,,,,,,,,,"543","541","left"
,,,,,,,,,,"545","539","left"
,,,,,,,,,,"546","538","left"
,,,,,,,,,,"551","548","left"
,,,,,,,,,,"556","553","left"
,,,,,,,,,,"558","551","left"
,,,,,,,,,,"562","560","left"
,,,,,,,,,,"565","562","left"
,,,,,,,,,,"570","567","left"
,,,,,,,,,,"572","565","left"
,,,,,,,,,,"578","577","left"
,,,,,,,,,,"580","579","left"
,,,,,,,,,,"581","578","left"
,,,,,,,,,,"584","583","left"
,,,,,,,,,,"587","586","left"
,,,,,,,,,,"589","588","left"
,,,,,,,,,,"590","587","left"
,,,,,,,,,,"591","584","left"
,,,,,,,,,,"597","596","left"
,,,,,,,,,,"598","593","left"
,,,,,,,,,,"604","603","left"
,,,,,,,,,,"607","606","left"
,,,,,,,,,,"613","612","left"
,,,,,,,,,,"614","609","left"
,,,,,,,,,,"148","618","_if"
,,,,,,,,,,"160","619","_if"
,,,,,,,,,,"174","622","_if"
,,,,,,,,,,"186","625","_if"
,,,,,,,,,,"194","628","_if"
,,,,,,,,,,"207","631","_if"
,,,,,,,,,,"259","632","_if"
,,,,,,,,,,"260","633","_if"
,,,,,,,,,,"275","634","_if"
,,,,,,,,,,"290","635","_if"
,,,,,,,,,,"141","37","left"
,,,,,,,,,,"152","37","left"
,,,,,,,,,,"159","40","left"
,,,,,,,,,,"168","37","left"
,,,,,,,,,,"178","37","left"
,,,,,,,,,,"187","37","left"
,,,,,,,,,,"193","40","left"
,,,,,,,,,,"198","37","left"
,,,,,,,,,,"206","40","left"
,,,,,,,,,,"215","42","left"
,,,,,,,,,,"218","42","left"
,,,,,,,,,,"224","42","left"
,,,,,,,,,,"245","43","left"
,,,,,,,,,,"247","38","left"
,,,,,,,,,,"249","46","left"
,,,,,,,,,,"262","42","left"
,,,,,,,,,,"265","43","left"
,,,,,,,,,,"267","38","left"
,,,,,,,,,,"269","46","left"
,,,,,,,,,,"278","43","left"
,,,,,,,,,,"281","38","left"
,,,,,,,,,,"283","46","left"
,,,,,,,,,,"297","42","left"
,,,,,,,,,,"314","48","left"
,,,,,,,,,,"322","52","left"
,,,,,,,,,,"327","57","left"
,,,,,,,,,,"328","56","left"
,,,,,,,,,,"332","55","left"
,,,,,,,,,,"335","55","left"
,,,,,,,,,,"340","54","left"
,,,,,,,,,,"343","61","left"
,,,,,,,,,,"344","56","left"
,,,,,,,,,,"348","55","left"
,,,,,,,,,,"351","55","left"
,,,,,,,,,,"356","54","left"
,,,,,,,,,,"359","61","left"
,,,,,,,,,,"360","56","left"
,,,,,,,,,,"364","55","left"
,,,,,,,,,,"367","55","left"
,,,,,,,,,,"372","54","left"
,,,,,,,,,,"375","65","left"
,,,,,,,,,,"376","64","left"
,,,,,,,,,,"381","55","left"
,,,,,,,,,,"386","54","left"
,,,,,,,,,,"389","67","left"
,,,,,,,,,,"390","64","left"
,,,,,,,,,,"395","55","left"
,,,,,,,,,,"400","54","left"
,,,,,,,,,,"403","67","left"
,,,,,,,,,,"404","64","left"
,,,,,,,,,,"409","55","left"
,,,,,,,,,,"414","54","left"
,,,,,,,,,,"417","57","left"
,,,,,,,,,,"418","56","left"
,,,,,,,,,,"421","38","left"
,,,,,,,,,,"423","55","left"
,,,,,,,,,,"426","55","left"
,,,,,,,,,,"431","54","left"
,,,,,,,,,,"434","61","left"
,,,,,,,,,,"435","56","left"
,,,,,,,,,,"438","38","left"
,,,,,,,,,,"440","55","left"
,,,,,,,,,,"443","55","left"
,,,,,,,,,,"448","54","left"
,,,,,,,,,,"451","61","left"
,,,,,,,,,,"452","56","left"
,,,,,,,,,,"455","38","left"
,,,,,,,,,,"457","55","left"
,,,,,,,,,,"460","55","left"
,,,,,,,,,,"465","54","left"
,,,,,,,,,,"468","65","left"
,,,,,,,,,,"469","64","left"
,,,,,,,,,,"471","68","left"
,,,,,,,,,,"475","55","left"
,,,,,,,,,,"480","54","left"
,,,,,,,,,,"483","67","left"
,,,,,,,,,,"484","64","left"
,,,,,,,,,,"486","68","left"
,,,,,,,,,,"490","55","left"
,,,,,,,,,,"495","54","left"
,,,,,,,,,,"498","67","left"
,,,,,,,,,,"499","64","left"
,,,,,,,,,,"501","68","left"
,,,,,,,,,,"505","55","left"
,,,,,,,,,,"510","54","left"
,,,,,,,,,,"514","69","left"
,,,,,,,,,,"520","37","left"
,,,,,,,,,,"525","55","left"
,,,,,,,,,,"530","37","left"
,,,,,,,,,,"531","55","left"
,,,,,,,,,,"535","37","left"
,,,,,,,,,,"539","37","left"
,,,,,,,,,,"540","55","left"
,,,,,,,,,,"544","37","left"
,,,,,,,,,,"547","55","left"
,,,,,,,,,,"549","37","left"
,,,,,,,,,,"552","55","left"
,,,,,,,,,,"554","37","left"
,,,,,,,,,,"557","37","left"
,,,,,,,,,,"561","55","left"
,,,,,,,,,,"563","37","left"
,,,,,,,,,,"566","55","left"
,,,,,,,,,,"568","37","left"
,,,,,,,,,,"571","37","left"
,,,,,,,,,,"595","72","left"
,,,,,,,,,,"596","55","left"
,,,,,,,,,,"599","71","left"
,,,,,,,,,,"601","73","left"
,,,,,,,,,,"611","72","left"
,,,,,,,,,,"612","55","left"
,,,,,,,,,,"615","74","left"
,,,,,,,,,,"237","0","left"
,,,,,,,,,,"238","0","left"
,,,,,,,,,,"243","1","left"
,,,,,,,,,,"250","2","left"
,,,,,,,,,,"266","1","left"
,,,,,,,,,,"270","2","left"
,,,,,,,,,,"277","1","left"
,,,,,,,,,,"284","2","left"
,,,,,,,,,,"294","0","left"
,,,,,,,,,,"295","0","left"
,,,,,,,,,,"300","5","left"
,,,,,,,,,,"301","4","left"
,,,,,,,,,,"302","3","left"
,,,,,,,,,,"303","5","left"
,,,,,,,,,,"304","5","left"
,,,,,,,,,,"305","5","left"
,,,,,,,,,,"306","8","left"
,,,,,,,,,,"307","7","left"
,,,,,,,,,,"309","10","left"
,,,,,,,,,,"311","11","left"
,,,,,,,,,,"315","9","left"
,,,,,,,,,,"317","10","left"
,,,,,,,,,,"319","11","left"
,,,,,,,,,,"323","9","left"
